id,titulo,descripcion,planta_id,creado_por,asignado_a,supervisado_por,estado_id,prioridad_id,fecha_inicio,fecha_limite,fecha_cierre,dias_retraso,porcentaje_avance,evidencia,observaciones,revisado,revisado_en,created_at,updated_at
04b5b515-0010-4f73-83a5-67600d8091f5,"Impresión Segura"" (Secure Print)",Por el momento se estará dando seguimiento con compras esta tarea se cerrará hasta cuando el proveedor haga la implementación en tu planta,e5e876ec-fd7c-4849-81fa-6947384234e2,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,c1050667-3df3-4eaa-a55f-88a96165f36a,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-08 00:00:00,,0,0,,,false,,2026-04-17 17:31:55.013173,2026-04-17 17:31:55.013173
05339b6e-4686-4d4b-a2ac-644438002a40,"Impresión Segura"" (Secure Print)",Por el momento se estará dando seguimiento con compras esta tarea se cerrará hasta cuando el proveedor haga la implementación en tu planta.,5cd9ae39-7ff3-4e4f-8a53-f8b03a101f2e,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,c9d0b2e0-6a7c-4b5b-ad0c-f4091bf7d364,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-08 00:00:00,,0,0,,,false,,2026-04-17 17:02:22.891375,2026-04-17 17:38:03.24122
1dda5347-9eca-40de-8a38-1991871c16ee,Puertas retardantes al fuego.,"Se espera puerta estándar enviada de Mexico para avanzar ir consiguiendo las medidas de las puertas, cuando ya se tenga el estándar se debe de dar seguimiento con mantenimiento para la instalación",168daace-aa7b-4569-ac9d-5cfdcbe9b273,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,00c52ac1-3d2c-4508-8aac-9a3244f206bf,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-30 00:00:00,,0,0,,,false,,2026-04-17 17:21:08.533856,2026-04-17 17:36:56.593198
1f2c4a62-ca3a-42c3-a80d-3ea71ba2861b,Compra trituradora RH,"Seguimiento copra trituradora, en NIC 2 RH la compro",fc89c523-e688-4670-a330-71fb71815dcb,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,00c52ac1-3d2c-4508-8aac-9a3244f206bf,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-04-30 00:00:00,,0,0,,,false,,2026-04-17 16:52:20.567261,2026-04-17 16:52:20.567261
2a08fe2d-271c-44d3-a762-7f7810b97fc0,Compra trituradora RH,Seguimiento compra de trituradora de RH en NIC 2 ellos la compraron,4bae2d76-e0d8-496f-bb92-3bb812d7fd26,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,11dc324b-f44a-4f4a-81e2-9d74d1ef8efa,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-04-30 00:00:00,,0,0,,,false,,2026-04-17 16:35:56.513341,2026-04-17 16:35:56.513341
41c5c59b-e188-4614-8ca8-218dba9b2357,"Impresión Segura"" (Secure Print)",Por el momento se estará dando seguimiento con compras esta tarea se cerrará hasta cuando el proveedor haga la implementación en tu planta.,52ae5fde-7897-4331-8e91-62b79dacdbeb,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,81d7de27-8151-4837-8454-1b76835504c2,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-08 00:00:00,,0,0,,,false,,2026-04-17 16:58:58.068554,2026-04-17 17:00:45.918289
44f73ded-2ee2-48e8-b80a-0639f2474196,"Impresión Segura"" (Secure Print)",Por el momento se estará dando seguimiento con compras esta tarea se cerrará hasta cuando el proveedor haga la implementación en tu planta.,26d241c3-2e17-4dd2-bd4c-121cedeeb57d,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,cda0e597-ae61-45a6-a03a-d7829ab89fcf,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-08 00:00:00,,0,0,,,false,,2026-04-17 17:00:08.170699,2026-04-17 17:00:08.170699
63830ef2-9198-43f4-ba5a-390cbbc4623b,UPS están en el suelo.,"La UPS debe colocarse a un mínimo de  3"" sobre el suelo. Revisar con el área de mantenimiento para elaborar una estructura conforme a las siguientes medidas: 26"" de largo × 15"" de ancho × 3"" de alto. Si es posible, añadir ruedas para facilitar su movilidad.",168daace-aa7b-4569-ac9d-5cfdcbe9b273,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,00c52ac1-3d2c-4508-8aac-9a3244f206bf,,8947da16-e577-4146-98d1-46a55491864f,1b1d1aeb-b663-4478-a223-2737e39e2357,2026-04-17 00:00:00,2026-04-30 00:00:00,,0,0,,,false,,2026-04-17 16:23:17.770971,2026-04-17 16:37:02.370135
744e6396-2adc-4bee-90d5-fc5316695fd5,Puertas retardantes al fuego.,"Se espera puerta estándar enviada de Mexico para avanzar ir consiguiendo las medidas de las puertas, cuando ya se tenga el estándar se debe de dar seguimiento con mantenimiento para la instalación",4bae2d76-e0d8-496f-bb92-3bb812d7fd26,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,11dc324b-f44a-4f4a-81e2-9d74d1ef8efa,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-30 00:00:00,,0,0,,,false,,2026-04-17 17:06:20.821419,2026-04-17 17:35:59.989067
746d84c0-12b7-4ef9-ae58-a22296bd3429,Pintura Retardante.,Revisar con mantenimiento el cambio de esta pintura por lo pronto solo en Santa Ana,e5e876ec-fd7c-4849-81fa-6947384234e2,fdf82363-2b2c-4d9a-8191-cb8d05748a9b,c1050667-3df3-4eaa-a55f-88a96165f36a,,894cb28a-93e0-4a7b-be55-120cb8c2b013,0749b5a9-da42-4012-8bdb-1f8363277091,2026-04-17 00:00:00,2026-05-29 00:00:00,,0,0,,,false,,2026-04-17 17:35:22.869922,2026-04-17 17:35:22.869922
